ID,Ten_do_vat,Nhiet_do,Do_am,trang_thai,Canh_bao_chay
544,May_say,69,77,Khong_su_dung,Khong
545,Sac_dien_thoai,32,12,Che_do_cho,Khong
546,May_say,182,49,Dang_su_dung,Co
547,May_say,179,21,Che_do_cho,Khong
548,May_say,152,69,Dang_su_dung,Khong
549,Sac_dien_thoai,42,43,Che_do_cho,Khong
550,Sac_dien_thoai,89,56,Dang_su_dung,Khong
551,May_say,191,76,Che_do_cho,Co
552,May_say,145,73,Khong_su_dung,Khong
553,Sac_dien_thoai,41,15,Khong_su_dung,Khong
554,May_say,143,11,Che_do_cho,Khong
555,Ban_la,100,32,Dang_su_dung,Khong
556,Sac_dien_thoai,59,77,Dang_su_dung,Khong
557,Ban_la,239,17,Che_do_cho,Co
558,May_say,89,64,Khong_su_dung,Khong
559,May_say,141,62,Che_do_cho,Khong
560,May_say,96,63,Khong_su_dung,Khong
561,Ban_la,99,75,Che_do_cho,Khong
562,Ban_la,224,77,Che_do_cho,Co
563,May_say,99,47,Khong_su_dung,Khong
564,May_say,144,66,Che_do_cho,Khong
565,Ban_la,109,37,Che_do_cho,Khong
566,Sac_dien_thoai,94,24,Che_do_cho,Khong
567,Sac_dien_thoai,90,12,Dang_su_dung,Khong
568,May_say,108,73,Dang_su_dung,Khong
569,Sac_dien_thoai,75,20,Khong_su_dung,Khong
570,May_say,79,62,Khong_su_dung,Khong
571,May_say,181,15,Che_do_cho,Co
572,May_say,84,31,Che_do_cho,Khong
573,Sac_dien_thoai,40,34,Che_do_cho,Khong
574,Sac_dien_thoai,37,29,Che_do_cho,Khong
575,Ban_la,145,58,Dang_su_dung,Khong
576,May_say,109,21,Dang_su_dung,Khong
577,Sac_dien_thoai,83,52,Dang_su_dung,Khong
578,Ban_la,75,78,Dang_su_dung,Khong
579,Ban_la,214,47,Che_do_cho,Co
580,Sac_dien_thoai,63,58,Dang_su_dung,Khong
581,Sac_dien_thoai,96,67,Dang_su_dung,Khong
582,Sac_dien_thoai,55,46,Che_do_cho,Khong
583,Ban_la,125,73,Khong_su_dung,Khong
584,May_say,120,43,Dang_su_dung,Khong
585,Sac_dien_thoai,65,73,Khong_su_dung,Khong
586,Sac_dien_thoai,102,19,Khong_su_dung,Khong
587,Ban_la,87,45,Dang_su_dung,Khong
588,Ban_la,232,40,Che_do_cho,Co
589,Ban_la,127,13,Che_do_cho,Khong
590,Ban_la,252,34,Dang_su_dung,Co
591,Ban_la,52,66,Dang_su_dung,Khong
592,Sac_dien_thoai,63,14,Khong_su_dung,Khong
593,May_say,164,50,Khong_su_dung,Khong
594,Ban_la,133,50,Khong_su_dung,Khong
595,Ban_la,140,60,Khong_su_dung,Khong
596,Ban_la,187,13,Dang_su_dung,Co
597,Sac_dien_thoai,25,71,Dang_su_dung,Khong
598,Sac_dien_thoai,82,64,Dang_su_dung,Khong
599,Sac_dien_thoai,84,39,Che_do_cho,Khong
600,May_say,156,40,Dang_su_dung,Khong
601,Ban_la,127,16,Che_do_cho,Khong
602,Sac_dien_thoai,51,73,Khong_su_dung,Khong
603,Sac_dien_thoai,51,32,Che_do_cho,Khong
604,May_say,148,25,Che_do_cho,Khong
605,May_say,47,24,Khong_su_dung,Khong
606,Ban_la,50,58,Khong_su_dung,Khong
607,May_say,129,47,Che_do_cho,Khong
608,May_say,112,70,Dang_su_dung,Khong
609,Ban_la,113,52,Dang_su_dung,Khong
610,Sac_dien_thoai,70,61,Dang_su_dung,Khong
611,Ban_la,120,66,Khong_su_dung,Khong
612,May_say,134,27,Dang_su_dung,Khong
613,May_say,92,16,Che_do_cho,Khong
614,Sac_dien_thoai,43,15,Khong_su_dung,Khong
615,Sac_dien_thoai,60,80,Dang_su_dung,Khong
616,May_say,147,28,Khong_su_dung,Khong
617,Ban_la,248,65,Dang_su_dung,Co
618,Ban_la,71,57,Khong_su_dung,Khong
619,Ban_la,93,60,Khong_su_dung,Khong
620,Ban_la,132,58,Khong_su_dung,Khong
621,May_say,55,11,Dang_su_dung,Khong
622,Ban_la,81,39,Khong_su_dung,Khong
623,Ban_la,108,61,Che_do_cho,Khong
624,May_say,185,39,Khong_su_dung,Co
625,May_say,175,27,Che_do_cho,Khong
626,Ban_la,73,55,Dang_su_dung,Khong
627,Sac_dien_thoai,29,80,Khong_su_dung,Khong
628,May_say,95,30,Che_do_cho,Khong
629,Ban_la,211,14,Khong_su_dung,Co
630,Sac_dien_thoai,51,45,Dang_su_dung,Khong
631,Sac_dien_thoai,53,57,Che_do_cho,Khong
632,May_say,133,54,Khong_su_dung,Khong
633,Sac_dien_thoai,30,66,Khong_su_dung,Khong
634,Sac_dien_thoai,86,64,Che_do_cho,Khong
635,May_say,163,62,Che_do_cho,Khong
636,Ban_la,198,54,Khong_su_dung,Co
637,May_say,123,10,Khong_su_dung,Khong
638,May_say,157,18,Dang_su_dung,Co
639,May_say,170,29,Khong_su_dung,Khong
640,Sac_dien_thoai,87,30,Dang_su_dung,Khong
641,Ban_la,249,23,Che_do_cho,Co
642,Sac_dien_thoai,102,68,Che_do_cho,Khong
643,Ban_la,133,63,Khong_su_dung,Khong
644,Ban_la,150,22,Che_do_cho,Khong
645,Ban_la,112,34,Che_do_cho,Khong
646,Ban_la,230,38,Dang_su_dung,Co
647,May_say,99,66,Khong_su_dung,Khong
648,May_say,132,73,Khong_su_dung,Khong
649,Sac_dien_thoai,55,37,Khong_su_dung,Khong
650,Sac_dien_thoai,65,18,Che_do_cho,Khong
651,Sac_dien_thoai,57,46,Che_do_cho,Khong
652,May_say,200,48,Dang_su_dung,Co
653,May_say,139,72,Khong_su_dung,Khong
654,Ban_la,219,60,Khong_su_dung,Co
655,May_say,109,40,Dang_su_dung,Khong
656,Sac_dien_thoai,52,14,Dang_su_dung,Khong
657,May_say,91,59,Che_do_cho,Khong
658,Ban_la,231,54,Dang_su_dung,Co
659,Sac_dien_thoai,98,43,Che_do_cho,Khong
660,Sac_dien_thoai,75,75,Dang_su_dung,Khong
661,Sac_dien_thoai,42,30,Khong_su_dung,Khong
662,Ban_la,81,75,Che_do_cho,Khong
663,Sac_dien_thoai,27,31,Khong_su_dung,Khong
664,Ban_la,102,70,Khong_su_dung,Khong
665,Ban_la,139,62,Khong_su_dung,Khong
666,Sac_dien_thoai,95,55,Khong_su_dung,Khong
667,May_say,177,15,Che_do_cho,Khong
668,Ban_la,173,78,Che_do_cho,Khong
669,Sac_dien_thoai,41,50,Che_do_cho,Khong
670,Sac_dien_thoai,83,79,Che_do_cho,Khong
671,Ban_la,124,46,Khong_su_dung,Khong
672,May_say,100,47,Che_do_cho,Khong
673,May_say,178,24,Che_do_cho,Khong
674,Sac_dien_thoai,66,80,Khong_su_dung,Khong
675,Sac_dien_thoai,33,62,Che_do_cho,Khong
676,Ban_la,106,38,Che_do_cho,Khong
677,Sac_dien_thoai,91,34,Khong_su_dung,Khong
678,Sac_dien_thoai,32,29,Khong_su_dung,Khong
679,May_say,73,13,Khong_su_dung,Khong
680,Ban_la,71,27,Dang_su_dung,Khong
681,May_say,170,42,Khong_su_dung,Khong
682,Sac_dien_thoai,34,26,Dang_su_dung,Khong
683,Ban_la,187,74,Che_do_cho,Co
684,May_say,175,42,Khong_su_dung,Khong
685,May_say,111,20,Che_do_cho,Khong
686,Sac_dien_thoai,94,68,Che_do_cho,Khong
687,Sac_dien_thoai,66,37,Dang_su_dung,Khong
688,May_say,173,48,Che_do_cho,Khong
689,Ban_la,243,33,Che_do_cho,Co
690,Sac_dien_thoai,61,51,Che_do_cho,Khong
691,May_say,110,79,Che_do_cho,Khong
692,May_say,164,31,Dang_su_dung,Khong
693,Ban_la,145,24,Che_do_cho,Khong
694,Ban_la,60,17,Che_do_cho,Khong
695,May_say,59,66,Dang_su_dung,Khong
696,May_say,50,78,Dang_su_dung,Khong
697,Ban_la,56,65,Khong_su_dung,Khong
698,Sac_dien_thoai,65,30,Che_do_cho,Khong
699,May_say,128,53,Khong_su_dung,Khong
700,Ban_la,66,71,Khong_su_dung,Khong
701,Ban_la,68,30,Khong_su_dung,Khong
702,May_say,66,18,Che_do_cho,Khong
703,May_say,198,62,Khong_su_dung,Co
704,Ban_la,194,21,Che_do_cho,Co
705,May_say,72,20,Khong_su_dung,Khong
706,Sac_dien_thoai,43,44,Khong_su_dung,Khong
707,Sac_dien_thoai,36,80,Khong_su_dung,Khong
708,Ban_la,100,10,Khong_su_dung,Khong
709,May_say,124,75,Khong_su_dung,Khong
710,Sac_dien_thoai,40,31,Khong_su_dung,Khong
711,May_say,86,46,Dang_su_dung,Khong
712,Sac_dien_thoai,67,73,Dang_su_dung,Khong
713,Ban_la,252,73,Che_do_cho,Co
714,Sac_dien_thoai,70,41,Khong_su_dung,Khong
715,Sac_dien_thoai,51,38,Che_do_cho,Khong
716,Sac_dien_thoai,77,66,Dang_su_dung,Khong
717,May_say,45,51,Khong_su_dung,Khong
718,May_say,129,62,Dang_su_dung,Khong
719,May_say,41,53,Dang_su_dung,Khong
720,Ban_la,206,11,Khong_su_dung,Co
721,Sac_dien_thoai,62,24,Dang_su_dung,Khong
722,Ban_la,213,46,Khong_su_dung,Co
723,Ban_la,167,51,Che_do_cho,Khong
724,Sac_dien_thoai,58,37,Dang_su_dung,Khong
725,May_say,89,69,Khong_su_dung,Khong
726,Ban_la,182,31,Che_do_cho,Co
727,Ban_la,112,10,Che_do_cho,Khong
728,Ban_la,245,79,Che_do_cho,Co
729,Ban_la,146,30,Che_do_cho,Khong
730,Ban_la,190,31,Khong_su_dung,Co
731,May_say,152,74,Khong_su_dung,Khong
732,Ban_la,143,37,Khong_su_dung,Khong
733,May_say,176,55,Che_do_cho,Khong
734,May_say,142,16,Khong_su_dung,Khong
735,Ban_la,83,33,Che_do_cho,Khong
736,Sac_dien_thoai,86,78,Khong_su_dung,Khong
737,Sac_dien_thoai,81,62,Dang_su_dung,Khong
738,Sac_dien_thoai,71,61,Dang_su_dung,Khong
739,Sac_dien_thoai,67,27,Dang_su_dung,Khong
740,May_say,72,10,Khong_su_dung,Khong
741,Sac_dien_thoai,64,69,Dang_su_dung,Khong
742,Ban_la,227,49,Dang_su_dung,Co
743,Ban_la,189,61,Che_do_cho,Co
744,Sac_dien_thoai,82,20,Dang_su_dung,Khong
745,Sac_dien_thoai,43,37,Dang_su_dung,Khong
746,Sac_dien_thoai,79,77,Khong_su_dung,Khong
747,May_say,74,72,Khong_su_dung,Khong
748,May_say,159,36,Dang_su_dung,Khong
749,Ban_la,223,66,Dang_su_dung,Co
750,May_say,121,17,Dang_su_dung,Khong
751,Ban_la,55,59,Dang_su_dung,Khong
752,Ban_la,179,67,Dang_su_dung,Khong
753,Ban_la,217,27,Dang_su_dung,Co
754,May_say,79,32,Che_do_cho,Khong
755,Ban_la,249,34,Khong_su_dung,Co
756,May_say,190,40,Dang_su_dung,Co
757,Ban_la,144,68,Khong_su_dung,Khong
758,Sac_dien_thoai,39,32,Che_do_cho,Khong
759,Sac_dien_thoai,79,64,Che_do_cho,Khong
760,Sac_dien_thoai,86,10,Khong_su_dung,Khong
761,Sac_dien_thoai,45,60,Dang_su_dung,Khong
762,May_say,115,25,Khong_su_dung,Khong
763,May_say,109,28,Che_do_cho,Khong
764,Sac_dien_thoai,55,11,Dang_su_dung,Khong
765,Sac_dien_thoai,43,45,Dang_su_dung,Khong
766,Ban_la,86,41,Khong_su_dung,Khong
767,Sac_dien_thoai,83,27,Dang_su_dung,Khong
768,Sac_dien_thoai,51,23,Che_do_cho,Khong
769,May_say,188,53,Che_do_cho,Co
770,May_say,62,56,Khong_su_dung,Khong
771,Ban_la,143,10,Dang_su_dung,Co
772,Ban_la,232,37,Khong_su_dung,Co
773,Sac_dien_thoai,94,68,Dang_su_dung,Khong
774,Sac_dien_thoai,42,21,Dang_su_dung,Khong
775,May_say,190,48,Che_do_cho,Co
776,May_say,125,35,Dang_su_dung,Khong
777,Sac_dien_thoai,78,75,Che_do_cho,Khong
778,May_say,167,26,Che_do_cho,Khong
779,Sac_dien_thoai,78,54,Khong_su_dung,Khong
780,May_say,147,76,Khong_su_dung,Khong
781,Sac_dien_thoai,82,57,Dang_su_dung,Khong
782,May_say,128,66,Dang_su_dung,Khong
783,Ban_la,101,60,Khong_su_dung,Khong
784,Ban_la,85,74,Khong_su_dung,Khong
785,Ban_la,252,54,Dang_su_dung,Co
786,Ban_la,220,46,Khong_su_dung,Co
787,May_say,111,16,Che_do_cho,Khong
788,May_say,53,25,Khong_su_dung,Khong
789,Sac_dien_thoai,46,66,Che_do_cho,Khong
790,Ban_la,238,14,Che_do_cho,Co
791,Ban_la,119,59,Khong_su_dung,Khong
792,Ban_la,211,27,Dang_su_dung,Co
793,May_say,173,13,Khong_su_dung,Khong
794,Ban_la,118,25,Dang_su_dung,Khong
795,May_say,140,52,Che_do_cho,Khong
796,May_say,63,38,Dang_su_dung,Khong
797,May_say,60,61,Khong_su_dung,Khong
798,Ban_la,201,19,Khong_su_dung,Co
799,Ban_la,214,42,Khong_su_dung,Co
800,Sac_dien_thoai,45,25,Dang_su_dung,Khong
801,Ban_la,72,10,Che_do_cho,Khong
802,Ban_la,205,17,Dang_su_dung,Co
803,May_say,129,23,Dang_su_dung,Khong
804,Sac_dien_thoai,29,66,Khong_su_dung,Khong
805,Ban_la,164,32,Che_do_cho,Khong
806,Ban_la,81,21,Khong_su_dung,Khong
807,Ban_la,247,49,Che_do_cho,Co
808,Ban_la,98,21,Che_do_cho,Khong
809,Sac_dien_thoai,77,34,Che_do_cho,Khong
810,Sac_dien_thoai,67,69,Che_do_cho,Khong
811,Ban_la,155,55,Che_do_cho,Khong
812,May_say,121,76,Che_do_cho,Khong
813,Sac_dien_thoai,93,35,Dang_su_dung,Khong
814,Ban_la,115,12,Che_do_cho,Khong
815,May_say,56,40,Dang_su_dung,Khong
816,Ban_la,116,71,Khong_su_dung,Khong
817,Ban_la,155,67,Dang_su_dung,Khong
818,Ban_la,197,75,Khong_su_dung,Co
819,Sac_dien_thoai,67,57,Khong_su_dung,Khong
820,Ban_la,152,60,Khong_su_dung,Khong
821,Sac_dien_thoai,68,35,Khong_su_dung,Khong
822,May_say,95,47,Che_do_cho,Khong
823,Sac_dien_thoai,96,48,Khong_su_dung,Khong
824,May_say,63,14,Khong_su_dung,Khong
825,May_say,132,35,Che_do_cho,Khong
826,Ban_la,202,66,Khong_su_dung,Co
827,Ban_la,129,36,Dang_su_dung,Khong
828,Ban_la,198,27,Dang_su_dung,Co
829,Sac_dien_thoai,78,73,Che_do_cho,Khong
830,Sac_dien_thoai,96,38,Khong_su_dung,Khong
831,Sac_dien_thoai,74,20,Dang_su_dung,Khong
832,Ban_la,99,11,Dang_su_dung,Khong
833,May_say,200,12,Dang_su_dung,Co
834,Sac_dien_thoai,98,12,Khong_su_dung,Khong
835,Sac_dien_thoai,58,43,Dang_su_dung,Khong
836,Sac_dien_thoai,51,74,Khong_su_dung,Khong
837,Ban_la,117,16,Che_do_cho,Khong
838,May_say,50,61,Che_do_cho,Khong
839,May_say,135,77,Khong_su_dung,Khong
840,Ban_la,194,50,Khong_su_dung,Co
841,Sac_dien_thoai,100,73,Khong_su_dung,Khong
842,Ban_la,238,38,Dang_su_dung,Co
843,Sac_dien_thoai,95,41,Dang_su_dung,Khong
844,May_say,107,26,Dang_su_dung,Khong
845,May_say,153,66,Dang_su_dung,Khong
846,Ban_la,218,60,Dang_su_dung,Co
847,Ban_la,80,15,Che_do_cho,Khong
848,May_say,192,36,Dang_su_dung,Co
849,Sac_dien_thoai,43,34,Khong_su_dung,Khong
850,Ban_la,60,47,Khong_su_dung,Khong
851,Ban_la,56,36,Khong_su_dung,Khong
852,Sac_dien_thoai,87,48,Che_do_cho,Khong
853,Ban_la,213,30,Che_do_cho,Co
854,Ban_la,228,71,Khong_su_dung,Co
855,Sac_dien_thoai,34,55,Dang_su_dung,Khong
856,May_say,162,51,Khong_su_dung,Khong
857,May_say,176,44,Khong_su_dung,Khong
858,Ban_la,179,47,Dang_su_dung,Khong
859,Ban_la,59,16,Che_do_cho,Khong
860,Ban_la,196,65,Dang_su_dung,Co
861,May_say,89,21,Che_do_cho,Khong
862,Sac_dien_thoai,77,39,Dang_su_dung,Khong
863,May_say,117,23,Che_do_cho,Khong
864,Sac_dien_thoai,53,26,Che_do_cho,Khong
865,Sac_dien_thoai,64,46,Khong_su_dung,Khong
866,Ban_la,55,46,Dang_su_dung,Khong
867,May_say,113,53,Khong_su_dung,Khong
868,May_say,90,24,Khong_su_dung,Khong
869,May_say,185,30,Che_do_cho,Co
870,Sac_dien_thoai,94,39,Khong_su_dung,Khong
871,Sac_dien_thoai,51,30,Khong_su_dung,Khong
872,May_say,61,69,Che_do_cho,Khong
873,Sac_dien_thoai,96,41,Dang_su_dung,Khong
874,Sac_dien_thoai,80,13,Khong_su_dung,Khong
875,Ban_la,207,44,Khong_su_dung,Co
876,Ban_la,114,76,Dang_su_dung,Khong
877,Sac_dien_thoai,76,47,Che_do_cho,Khong
878,Sac_dien_thoai,76,38,Dang_su_dung,Khong
879,May_say,89,23,Khong_su_dung,Khong
880,Sac_dien_thoai,36,41,Khong_su_dung,Khong
881,May_say,96,64,Dang_su_dung,Khong
882,Ban_la,61,67,Dang_su_dung,Khong
883,Ban_la,202,29,Dang_su_dung,Co
884,May_say,174,17,Che_do_cho,Khong
885,May_say,102,39,Dang_su_dung,Khong
886,Sac_dien_thoai,35,71,Khong_su_dung,Khong
887,May_say,53,38,Khong_su_dung,Khong
888,May_say,191,48,Che_do_cho,Co
889,Sac_dien_thoai,68,24,Che_do_cho,Khong
890,May_say,196,23,Dang_su_dung,Co
891,Ban_la,137,76,Khong_su_dung,Khong
892,Ban_la,232,60,Che_do_cho,Co
893,Sac_dien_thoai,42,33,Dang_su_dung,Khong
894,Sac_dien_thoai,39,43,Dang_su_dung,Khong
895,Sac_dien_thoai,42,31,Dang_su_dung,Khong
896,May_say,86,42,Dang_su_dung,Khong
897,Ban_la,111,37,Khong_su_dung,Khong
898,May_say,188,22,Khong_su_dung,Co
899,Ban_la,210,18,Dang_su_dung,Co
900,Ban_la,100,56,Che_do_cho,Khong
901,Sac_dien_thoai,44,29,Che_do_cho,Khong
902,May_say,121,45,Che_do_cho,Khong
903,May_say,176,24,Khong_su_dung,Khong
904,Sac_dien_thoai,70,77,Dang_su_dung,Khong
905,Ban_la,132,47,Dang_su_dung,Khong
906,Ban_la,246,28,Khong_su_dung,Co
907,May_say,89,74,Dang_su_dung,Khong
908,Ban_la,73,21,Che_do_cho,Khong
909,May_say,75,49,Che_do_cho,Khong
910,May_say,66,15,Dang_su_dung,Khong
911,Ban_la,226,26,Dang_su_dung,Co
912,May_say,198,53,Dang_su_dung,Co
913,May_say,137,53,Che_do_cho,Khong
914,Ban_la,211,26,Dang_su_dung,Co
915,Ban_la,84,17,Khong_su_dung,Khong
916,Sac_dien_thoai,36,60,Che_do_cho,Khong
917,Ban_la,163,42,Khong_su_dung,Khong
918,Sac_dien_thoai,76,53,Che_do_cho,Khong
919,May_say,95,63,Khong_su_dung,Khong
920,May_say,140,52,Che_do_cho,Khong
921,Sac_dien_thoai,88,43,Khong_su_dung,Khong
922,Ban_la,124,33,Khong_su_dung,Khong
923,Ban_la,198,40,Che_do_cho,Co
924,Sac_dien_thoai,75,35,Khong_su_dung,Khong
925,May_say,50,21,Che_do_cho,Khong
926,May_say,61,79,Che_do_cho,Khong
927,May_say,52,33,Dang_su_dung,Khong
928,May_say,125,29,Che_do_cho,Khong
929,Ban_la,210,75,Dang_su_dung,Co
930,Ban_la,161,58,Dang_su_dung,Khong
931,Ban_la,91,22,Dang_su_dung,Khong
932,Ban_la,234,14,Khong_su_dung,Co
933,May_say,137,54,Khong_su_dung,Khong
934,May_say,71,23,Dang_su_dung,Khong
935,Sac_dien_thoai,51,15,Khong_su_dung,Khong
936,Ban_la,98,52,Dang_su_dung,Khong
937,Ban_la,249,43,Dang_su_dung,Co
938,May_say,78,35,Dang_su_dung,Khong
939,Ban_la,242,57,Dang_su_dung,Co
940,Sac_dien_thoai,59,71,Che_do_cho,Khong
941,May_say,68,12,Khong_su_dung,Khong
942,Sac_dien_thoai,81,20,Dang_su_dung,Khong
943,Sac_dien_thoai,67,15,Che_do_cho,Khong
944,Ban_la,143,73,Dang_su_dung,Khong
945,May_say,151,75,Dang_su_dung,Khong
946,Ban_la,93,21,Che_do_cho,Khong
947,May_say,47,63,Khong_su_dung,Khong
948,Sac_dien_thoai,79,32,Dang_su_dung,Khong
949,Sac_dien_thoai,79,18,Dang_su_dung,Khong
950,Ban_la,232,62,Khong_su_dung,Co
951,Ban_la,249,42,Che_do_cho,Co
952,Ban_la,104,62,Che_do_cho,Khong
953,Sac_dien_thoai,88,44,Khong_su_dung,Khong
954,Sac_dien_thoai,45,19,Khong_su_dung,Khong
955,May_say,142,54,Dang_su_dung,Khong
956,May_say,172,45,Che_do_cho,Khong
957,May_say,149,35,Che_do_cho,Khong
958,Ban_la,147,65,Che_do_cho,Khong
959,Sac_dien_thoai,39,68,Dang_su_dung,Khong
960,May_say,146,49,Dang_su_dung,Khong
961,May_say,85,65,Dang_su_dung,Khong
962,May_say,84,47,Che_do_cho,Khong
963,Sac_dien_thoai,91,63,Khong_su_dung,Khong
964,Sac_dien_thoai,98,36,Khong_su_dung,Khong
965,Sac_dien_thoai,99,71,Dang_su_dung,Khong
966,Ban_la,91,41,Dang_su_dung,Khong
967,Ban_la,109,60,Khong_su_dung,Khong
968,Ban_la,151,18,Dang_su_dung,Co
969,Sac_dien_thoai,36,17,Che_do_cho,Khong
970,Ban_la,194,36,Che_do_cho,Co
971,May_say,154,22,Khong_su_dung,Khong
972,May_say,128,30,Dang_su_dung,Khong
973,Ban_la,233,25,Khong_su_dung,Co
974,Ban_la,162,37,Che_do_cho,Khong
975,Sac_dien_thoai,32,68,Che_do_cho,Khong
976,Ban_la,176,46,Che_do_cho,Khong
977,Ban_la,95,49,Che_do_cho,Khong
978,Sac_dien_thoai,90,31,Khong_su_dung,Khong
979,Sac_dien_thoai,47,55,Che_do_cho,Khong
980,May_say,192,19,Che_do_cho,Co
981,Sac_dien_thoai,60,47,Che_do_cho,Khong
982,May_say,169,63,Che_do_cho,Khong
983,Sac_dien_thoai,94,36,Khong_su_dung,Khong
984,Ban_la,187,52,Dang_su_dung,Co
985,Ban_la,110,72,Dang_su_dung,Khong
986,Ban_la,246,62,Che_do_cho,Co
987,Ban_la,140,13,Dang_su_dung,Co
988,Ban_la,145,28,Dang_su_dung,Co
989,May_say,94,36,Che_do_cho,Khong
990,May_say,197,45,Dang_su_dung,Co
991,May_say,91,77,Khong_su_dung,Khong
992,Ban_la,73,18,Dang_su_dung,Khong
993,Sac_dien_thoai,51,61,Che_do_cho,Khong
994,Sac_dien_thoai,50,62,Che_do_cho,Khong
995,Sac_dien_thoai,74,60,Che_do_cho,Khong
996,Ban_la,210,42,Khong_su_dung,Co
997,Ban_la,128,55,Che_do_cho,Khong
998,Ban_la,115,64,Dang_su_dung,Khong
999,Sac_dien_thoai,69,22,Khong_su_dung,Khong
1000,May_say,171,52,Dang_su_dung,Khong
1001,May_say,121,16,Khong_su_dung,Khong
1002,Sac_dien_thoai,78,40,Khong_su_dung,Khong
1003,May_say,172,39,Dang_su_dung,Khong
1004,May_say,71,33,Dang_su_dung,Khong
1005,Ban_la,185,11,Dang_su_dung,Co
1006,Ban_la,177,28,Khong_su_dung,Khong
1007,Sac_dien_thoai,38,37,Khong_su_dung,Khong
1008,Ban_la,123,17,Che_do_cho,Khong
1009,Sac_dien_thoai,102,68,Dang_su_dung,Khong
1010,Ban_la,200,64,Dang_su_dung,Co
1011,May_say,161,65,Khong_su_dung,Khong
1012,May_say,81,72,Che_do_cho,Khong
1013,Ban_la,132,39,Che_do_cho,Khong
1014,May_say,161,60,Che_do_cho,Khong
1015,Sac_dien_thoai,42,33,Che_do_cho,Khong
1016,May_say,167,50,Dang_su_dung,Khong
1017,Ban_la,132,52,Che_do_cho,Khong
1018,May_say,132,49,Khong_su_dung,Khong
1019,Sac_dien_thoai,58,79,Che_do_cho,Khong
1020,Sac_dien_thoai,73,39,Khong_su_dung,Khong
1021,May_say,181,77,Dang_su_dung,Co
1022,Ban_la,65,25,Che_do_cho,Khong
1023,May_say,147,36,Khong_su_dung,Khong
1024,Ban_la,115,21,Khong_su_dung,Khong
1025,May_say,180,27,Che_do_cho,Co
1026,Ban_la,142,40,Che_do_cho,Khong
1027,Ban_la,96,79,Dang_su_dung,Khong
1028,Ban_la,105,45,Khong_su_dung,Khong
1029,Sac_dien_thoai,36,27,Che_do_cho,Khong
1030,Sac_dien_thoai,79,26,Dang_su_dung,Khong
1031,May_say,88,45,Khong_su_dung,Khong
1032,May_say,86,51,Dang_su_dung,Khong
1033,Sac_dien_thoai,78,40,Che_do_cho,Khong
1034,Sac_dien_thoai,49,34,Khong_su_dung,Khong
1035,Sac_dien_thoai,52,53,Che_do_cho,Khong
1036,Ban_la,121,20,Khong_su_dung,Khong
1037,Ban_la,142,27,Khong_su_dung,Khong
1038,May_say,69,56,Che_do_cho,Khong
1039,May_say,55,39,Khong_su_dung,Khong
1040,May_say,159,76,Khong_su_dung,Khong
1041,May_say,190,74,Khong_su_dung,Co
1042,Ban_la,80,48,Dang_su_dung,Khong
1043,May_say,169,27,Che_do_cho,Khong
1044,Ban_la,245,40,Khong_su_dung,Co
1045,Ban_la,81,56,Khong_su_dung,Khong
1046,Sac_dien_thoai,40,15,Dang_su_dung,Khong
1047,Ban_la,120,54,Che_do_cho,Khong
1048,May_say,97,31,Che_do_cho,Khong
1049,Ban_la,155,49,Khong_su_dung,Khong
1050,Sac_dien_thoai,70,24,Dang_su_dung,Khong
1051,May_say,196,75,Che_do_cho,Co
1052,Sac_dien_thoai,33,62,Dang_su_dung,Khong
1053,Sac_dien_thoai,94,46,Khong_su_dung,Khong
1054,May_say,67,63,Dang_su_dung,Khong
1055,Sac_dien_thoai,81,75,Che_do_cho,Khong
1056,May_say,130,41,Khong_su_dung,Khong
1057,Sac_dien_thoai,69,57,Khong_su_dung,Khong
1058,Ban_la,80,21,Che_do_cho,Khong
1059,May_say,198,67,Che_do_cho,Co
1060,May_say,36,56,Khong_su_dung,Khong
1061,Ban_la,137,36,Che_do_cho,Khong
1062,Ban_la,122,18,Dang_su_dung,Khong
1063,Ban_la,229,75,Dang_su_dung,Co
1064,May_say,149,18,Khong_su_dung,Khong
1065,Ban_la,69,23,Khong_su_dung,Khong
1066,Sac_dien_thoai,78,55,Khong_su_dung,Khong
1067,Sac_dien_thoai,69,79,Che_do_cho,Khong
1068,Sac_dien_thoai,69,24,Che_do_cho,Khong
1069,May_say,45,34,Dang_su_dung,Khong
1070,Ban_la,79,25,Che_do_cho,Khong
1071,May_say,103,25,Khong_su_dung,Khong
1072,Ban_la,143,19,Khong_su_dung,Khong
1073,Sac_dien_thoai,44,78,Che_do_cho,Khong
1074,Ban_la,69,65,Che_do_cho,Khong
1075,Ban_la,231,21,Che_do_cho,Co
1076,May_say,152,37,Khong_su_dung,Khong
1077,May_say,78,49,Khong_su_dung,Khong
1078,Sac_dien_thoai,50,72,Dang_su_dung,Khong
1079,May_say,173,58,Khong_su_dung,Khong
1080,Sac_dien_thoai,58,28,Dang_su_dung,Khong
1081,Ban_la,161,38,Dang_su_dung,Khong
1082,Ban_la,245,47,Che_do_cho,Co
1083,Ban_la,104,47,Che_do_cho,Khong
1084,Sac_dien_thoai,95,12,Dang_su_dung,Khong
1085,Ban_la,157,72,Khong_su_dung,Khong
1086,Ban_la,194,29,Dang_su_dung,Co
1087,Sac_dien_thoai,30,21,Che_do_cho,Khong
1088,Ban_la,195,15,Che_do_cho,Co
1089,May_say,133,24,Che_do_cho,Khong
